ExampleOrderStrategy,2009-06-09 10:08:15.628,2009-06-09 10:36:30.356,97.563,97.592,97.405,97.4085,0
ExampleOrderStrategy,2009-06-09 10:37:12.059,2009-06-09 10:58:08.355,97.414,97.495,97.408,97.4435,0
ExampleOrderStrategy,2009-06-09 11:01:44.446,2009-06-09 11:22:55.883,97.471,97.592,97.465,97.5575,0
ExampleOrderStrategy,2009-06-09 11:23:40.210,2009-06-09 11:37:28.309,97.56,97.607,97.539,97.572,0
ExampleOrderStrategy,2009-06-09 11:37:38.809,2009-06-09 11:48:54.269,97.5725,97.642,97.544,97.549,0
ExampleOrderStrategy,2009-06-09 11:49:23.128,2009-06-09 11:58:16.059,97.5705,97.645,97.555,97.6425,0
ExampleOrderStrategy,2009-06-09 11:58:30.527,2009-06-09 12:08:35.238,97.6175,97.62,97.548,97.5835,0
ExampleOrderStrategy,2009-06-09 12:10:04.237,2009-06-09 12:17:54.794,97.5885,97.595,97.552,97.5835,0
ExampleOrderStrategy,2009-06-09 12:18:04.262,2009-06-09 12:26:56.865,97.581,97.589,97.499,97.507,0
ExampleOrderStrategy,2009-06-09 12:27:17.787,2009-06-09 12:37:25.763,97.5055,97.535,97.465,97.513,0
ExampleOrderStrategy,2009-06-09 12:37:40.779,2009-06-09 12:46:32.397,97.5115,97.571,97.503,97.538,0
ExampleOrderStrategy,2009-06-09 12:46:50.068,2009-06-09 12:56:37.686,97.5375,97.572,97.497,97.5465,0
ExampleOrderStrategy,2009-06-09 12:56:52.264,2009-06-09 13:04:45.836,97.538,97.577,97.53,97.549,0
ExampleOrderStrategy,2009-06-09 13:05:14.539,2009-06-09 13:16:35.874,97.563,97.726,97.546,97.715,0
ExampleOrderStrategy,2009-06-09 13:16:43.592,2009-06-09 13:24:58.399,97.7145,97.719,97.614,97.6195,0
ExampleOrderStrategy,2009-06-09 13:25:15.961,2009-06-09 13:33:17.611,97.6285,97.648,97.587,97.641,0
ExampleOrderStrategy,2009-06-09 13:33:24.283,2009-06-09 13:42:46.229,97.6355,97.64,97.6,97.619,0
ExampleOrderStrategy,2009-06-09 13:42:53.838,2009-06-09 13:50:14.160,97.621,97.629,97.56,97.5845,0
ExampleOrderStrategy,2009-06-09 13:50:27.832,2009-06-09 14:02:10.089,97.5935,97.678,97.582,97.633,0
ExampleOrderStrategy,2009-06-09 14:02:23.042,2009-06-09 14:11:57.581,97.6325,97.649,97.599,97.604,0
ExampleOrderStrategy,2009-06-09 14:12:10.128,2009-06-09 14:22:46.151,97.61,97.667,97.556,97.5605,0
ExampleOrderStrategy,2009-06-09 14:23:21.604,2009-06-09 14:39:50.325,97.541,97.553,97.263,97.273,0
ExampleOrderStrategy,2009-06-09 14:39:55.497,2009-06-09 14:50:14.614,97.272,97.347,97.262,97.317,0
ExampleOrderStrategy,2009-06-09 14:50:28.614,2009-06-09 15:00:59.559,97.334,97.46,97.328,97.359,0
ExampleOrderStrategy,2009-06-09 15:01:14.668,2009-06-09 15:08:21.272,97.364,97.392,97.35,97.361,0
ExampleOrderStrategy,2009-06-09 15:08:44.850,2009-06-09 15:16:47.594,97.3605,97.381,97.352,97.3675,0
