ExampleReversalStrategy,2009-06-09 10:08:15.628,2009-06-09 14:23:39.322,97.563,97.713,97.413,97.713,0
ExampleReversalStrategy,2009-06-09 14:24:36.571,2009-06-09 21:56:07.958,97.663,97.663,97.113,97.113,0
ExampleReversalStrategy,2009-06-09 21:56:22.739,2009-06-10 14:47:32.397,97.163,98.413,97.163,98.413,0
ExampleReversalStrategy,2009-06-10 14:47:48.537,2009-06-11 04:28:34.295,98.363,98.363,97.663,97.663,0
ExampleReversalStrategy,2009-06-11 04:29:20.748,2009-06-11 05:03:25.893,97.713,97.913,97.713,97.913,0
ExampleReversalStrategy,2009-06-11 05:04:10.768,2009-06-11 06:21:14.208,97.863,97.863,97.663,97.663,0
ExampleReversalStrategy,2009-06-11 06:22:25.286,2009-06-11 09:03:14.304,97.713,98.363,97.713,98.363,0
ExampleReversalStrategy,2009-06-11 09:04:31.178,2009-06-11 15:58:34.235,98.313,98.313,97.363,97.363,0
ExampleReversalStrategy,2009-06-11 15:59:01.719,2009-06-12 03:05:00.302,97.413,98.113,97.413,98.113,0
ExampleReversalStrategy,2009-06-12 03:07:28.456,2009-06-12 05:00:26.682,98.063,98.063,97.863,97.863,0
ExampleReversalStrategy,2009-06-12 05:00:59.353,2009-06-14 20:11:04.846,97.913,98.513,97.913,98.513,0
ExampleReversalStrategy,2009-06-14 20:11:55.361,2009-06-15 00:58:13.610,98.463,98.463,98.163,98.163,0
ExampleReversalStrategy,2009-06-15 00:59:19.094,2009-06-15 02:45:30.447,98.213,98.563,98.213,98.563,0
ExampleReversalStrategy,2009-06-15 02:46:08.759,2009-06-15 07:34:51.756,98.513,98.513,98.113,98.113,0
ExampleReversalStrategy,2009-06-15 07:35:04.881,2009-06-15 08:43:16.547,98.163,98.363,98.163,98.363,0
ExampleReversalStrategy,2009-06-15 08:44:18.718,2009-06-15 16:00:01.088,98.313,98.313,97.613,97.613,0
ExampleReversalStrategy,2009-06-15 16:00:23.994,2009-06-15 19:46:28.773,97.663,97.863,97.663,97.863,0
ExampleReversalStrategy,2009-06-15 19:48:11.913,2009-06-16 02:47:40.475,97.813,97.813,96.163,96.163,0
ExampleReversalStrategy,2009-06-16 02:57:39.373,2009-06-16 04:23:12.683,96.213,96.613,96.213,96.613,0
ExampleReversalStrategy,2009-06-16 04:25:27.853,2009-06-16 05:03:13.714,96.563,96.563,96.363,96.363,0
ExampleReversalStrategy,2009-06-16 05:08:15.070,2009-06-16 09:16:03.636,96.413,97.163,96.413,97.163,0
ExampleReversalStrategy,2009-06-16 09:24:38.895,2009-06-16 14:54:18.443,97.113,97.113,96.263,96.263,0
ExampleReversalStrategy,2009-06-16 14:55:02.021,2009-06-16 16:01:22.986,96.313,96.613,96.313,96.613,0
ExampleReversalStrategy,2009-06-16 16:01:50.954,2009-06-16 20:05:56.892,96.563,96.563,96.013,96.013,0
ExampleReversalStrategy,2009-06-16 20:07:27.422,2009-06-17 03:17:50.099,96.063,96.763,96.063,96.763,0
ExampleReversalStrategy,2009-06-17 03:18:13.349,2009-06-17 06:15:31.916,96.713,96.713,96.163,96.163,0
ExampleReversalStrategy,2009-06-17 06:16:19.556,2009-06-17 07:54:20.012,96.213,96.463,96.213,96.463,0
