Fitness,ExampleReversalStrategy.ExitStrategy.StopLoss,ExampleReversalStrategy.ExitStrategy.TargetProfit
4.01076418979037E+15,0.01,0
12.0142789183774,0.11,0
8.17466463935008,0.21,0
7.59405297995824,0.31,0
13.652593140714,0.41,0
8.05865076525144,0.51,0
13.918897484936,0.61,0
6.48154058548407,0.71,0
6.48154058548407,0.81,0
6.48154058548407,0.91,0
